timestamp;buyer;seller;symbol;currency;price;quantity
300;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;5
2100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5013.0;4
3300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;5
3400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5001.0;3
4000;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;6
4700;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5005.0;5
4900;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5005.0;4
5100;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;9
5200;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;9
5800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5015.0;2
6500;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
6500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5001.0;5
8000;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5001.0;5
8300;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5001.0;3
9300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5010.0;4
10100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4997.0;4
10200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5009.0;4
12700;BOT;SUBMISSION;TOMATOES;XIRECS;5008.0;11
13100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;5
13900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
14300;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;10
15600;SUBMISSION;BOT;TOMATOES;XIRECS;5004.0;5
16600;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;5
18400;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;7
19700;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;8
20300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5012.0;2
20400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;5
23500;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;7
24700;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;2
25000;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;9
25500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5014.0;2
26000;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;9
26300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5014.0;4
26500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;4
26900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5013.0;2
28600;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5004.0;3
29000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5004.0;4
30100;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;7
30500;BOT;SUBMISSION;TOMATOES;XIRECS;5008.0;7
30500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5013.0;4
31200;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;5
31700;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
31900;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;8
33000;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;5
36500;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;7
38000;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
39000;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
39500;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
40100;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;8
40400;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;5
41000;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;5
42200;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;10
42600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;4
43000;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
43300;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;10
44900;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;6
45300;BOT;SUBMISSION;TOMATOES;XIRECS;5006.0;3
45600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5013.0;2
45900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5013.0;4
47000;SUBMISSION;BOT;TOMATOES;XIRECS;5006.0;6
47800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5001.0;3
49500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5013.0;2
51300;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;5
51500;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;3
51800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5012.0;5
52700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5014.0;5
53500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5004.0;4
54900;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
55100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
55100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5003.0;5
57100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;6
58400;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5003.0;2
58600;BOT;SUBMISSION;TOMATOES;XIRECS;5011.0;11
59800;SUBMISSION;BOT;TOMATOES;XIRECS;5011.0;4
