timestamp;buyer;seller;symbol;currency;price;quantity
1600;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;5
3300;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;7
3400;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;9
5300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4995.0;5
5900;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;5
6500;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
6700;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;10
8000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5007.0;2
8100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5007.0;4
8600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4996.0;5
8800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4996.0;3
10600;BOT;SUBMISSION;TOMATOES;XIRECS;4999.0;6
13100;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;10
13400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5003.0;4
14400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4990.0;2
15400;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;7
15600;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;7
15700;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;8
16300;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
16500;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;4
16800;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;10
17600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4994.0;2
18000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4994.0;3
19400;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;7
19400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5004.0;2
19800;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;6
20400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5004.0;5
23000;SUBMISSION;BOT;TOMATOES;XIRECS;4996.0;8
24800;BOT;SUBMISSION;TOMATOES;XIRECS;4995.0;4
25100;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;6
25100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5001.0;4
25500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4990.0;3
