day;timestamp;product;fair_value;position;cash;mtm_pnl
-1;0;EMERALDS;10000.0;0;0.0;0.0
-1;0;TOMATOES;5006.0;5;-25000.0;30.0
-1;100;EMERALDS;10000.0;0;0.0;0.0
-1;100;TOMATOES;5006.5;5;-25000.0;32.5
-1;200;EMERALDS;10000.0;0;0.0;0.0
-1;200;TOMATOES;5007.25;5;-25000.0;36.25
-1;300;EMERALDS;10000.0;0;0.0;0.0
-1;300;TOMATOES;5008.5;5;-25000.0;42.5
-1;400;EMERALDS;10000.0;0;0.0;0.0
-1;400;TOMATOES;5007.75;5;-25000.0;38.75
-1;500;EMERALDS;10000.0;0;0.0;0.0
-1;500;TOMATOES;5008.5;5;-25000.0;42.5
-1;600;EMERALDS;10000.0;0;0.0;0.0
-1;600;TOMATOES;5009.0;5;-25000.0;45.0
-1;700;EMERALDS;10000.0;0;0.0;0.0
-1;700;TOMATOES;5009.25;5;-25000.0;46.25
-1;800;EMERALDS;10000.0;0;0.0;0.0
-1;800;TOMATOES;5010.0;5;-25000.0;50.0
-1;900;EMERALDS;10000.0;0;0.0;0.0
-1;900;TOMATOES;5009.75;5;-25000.0;48.75
-1;1000;EMERALDS;10000.0;0;0.0;0.0
-1;1000;TOMATOES;5008.75;5;-25000.0;43.75
-1;1100;EMERALDS;10000.0;0;0.0;0.0
-1;1100;TOMATOES;5009.25;5;-25000.0;46.25
-1;1200;EMERALDS;10000.0;0;0.0;0.0
-1;1200;TOMATOES;5009.5;5;-25000.0;47.5
-1;1300;EMERALDS;10000.0;0;0.0;0.0
-1;1300;TOMATOES;5008.75;5;-25000.0;43.75
-1;1400;EMERALDS;10000.0;0;0.0;0.0
-1;1400;TOMATOES;5008.5;5;-25000.0;42.5
-1;1500;EMERALDS;10000.0;0;0.0;0.0
-1;1500;TOMATOES;5008.25;0;70.0;70.0
-1;1600;EMERALDS;10000.0;0;0.0;0.0
-1;1600;TOMATOES;5007.75;0;70.0;70.0
-1;1700;EMERALDS;10000.0;0;0.0;0.0
-1;1700;TOMATOES;5008.25;3;-14939.0;85.75
-1;1800;EMERALDS;10000.0;0;0.0;0.0
-1;1800;TOMATOES;5009.0;3;-14939.0;88.0
-1;1900;EMERALDS;10000.0;0;0.0;0.0
-1;1900;TOMATOES;5009.25;3;-14939.0;88.75
-1;2000;EMERALDS;10000.0;0;0.0;0.0
-1;2000;TOMATOES;5009.75;3;-14939.0;90.25
-1;2100;EMERALDS;10000.0;-10;100000.0;0.0
-1;2100;TOMATOES;5010.5;3;-14939.0;92.5
-1;2200;EMERALDS;10000.0;-10;100000.0;0.0
-1;2200;TOMATOES;5010.25;3;-14939.0;91.75
-1;2300;EMERALDS;10000.0;-10;100000.0;0.0
-1;2300;TOMATOES;5010.25;3;-14939.0;91.75
-1;2400;EMERALDS;10000.0;-10;100000.0;0.0
-1;2400;TOMATOES;5011.0;3;-14939.0;94.0
-1;2500;EMERALDS;10000.0;-10;100000.0;0.0
-1;2500;TOMATOES;5010.25;3;-14939.0;91.75
-1;2600;EMERALDS;10000.0;-10;100000.0;0.0
-1;2600;TOMATOES;5010.75;3;-14939.0;93.25
-1;2700;EMERALDS;10000.0;-19;190000.0;0.0
-1;2700;TOMATOES;5010.0;3;-14939.0;91.0
-1;2800;EMERALDS;10000.0;-19;190000.0;0.0
-1;2800;TOMATOES;5011.25;3;-14939.0;94.75
-1;2900;EMERALDS;10000.0;-14;140035.0;35.0
-1;2900;TOMATOES;5011.5;3;-14939.0;95.5
-1;3000;EMERALDS;10000.0;-14;140035.0;35.0
-1;3000;TOMATOES;5011.5;3;-14939.0;95.5
-1;3100;EMERALDS;10000.0;-14;140035.0;35.0
-1;3100;TOMATOES;5011.25;3;-14939.0;94.75
-1;3200;EMERALDS;10000.0;-14;140035.0;35.0
-1;3200;TOMATOES;5011.5;3;-14939.0;95.5
-1;3300;EMERALDS;10000.0;-14;140035.0;35.0
-1;3300;TOMATOES;5011.0;3;-14939.0;94.0
-1;3400;EMERALDS;10000.0;-14;140035.0;35.0
-1;3400;TOMATOES;5010.75;3;-14939.0;93.25
-1;3500;EMERALDS;10000.0;-14;140035.0;35.0
-1;3500;TOMATOES;5010.25;3;-14939.0;91.75
-1;3600;EMERALDS;10000.0;-14;140035.0;35.0
-1;3600;TOMATOES;5010.25;3;-14939.0;91.75
-1;3700;EMERALDS;10000.0;-14;140035.0;35.0
-1;3700;TOMATOES;5011.0;3;-14939.0;94.0
-1;3800;EMERALDS;10000.0;-14;140035.0;35.0
-1;3800;TOMATOES;5011.0;3;-14939.0;94.0
-1;3900;EMERALDS;10000.0;-14;140035.0;35.0
-1;3900;TOMATOES;5011.0;3;-14939.0;94.0
-1;4000;EMERALDS;10000.0;-14;140035.0;35.0
-1;4000;TOMATOES;5011.5;3;-14939.0;95.5
-1;4100;EMERALDS;10000.0;-14;140035.0;35.0
-1;4100;TOMATOES;5012.25;3;-14939.0;97.75
-1;4200;EMERALDS;10000.0;-14;140035.0;35.0
-1;4200;TOMATOES;5012.75;3;-14939.0;99.25
-1;4300;EMERALDS;10000.0;-14;140035.0;35.0
-1;4300;TOMATOES;5013.25;3;-14939.0;100.75
-1;4400;EMERALDS;10000.0;-14;140035.0;35.0
-1;4400;TOMATOES;5013.25;3;-14939.0;100.75
