timestamp;buyer;seller;symbol;currency;price;quantity
0;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;5
1500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5014.0;5
1700;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5003.0;3
2100;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;10
2100;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5004.0;2
2600;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5004.0;5
2700;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;9
2900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
4900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5021.0;2
6600;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
6600;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5011.0;2
6600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5008.0;2
7800;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
7900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5005.0;5
8200;BOT;SUBMISSION;TOMATOES;XIRECS;5010.0;5
8300;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;7
8600;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;10
8600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5006.0;3
9500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5016.0;4
10600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5006.0;2
12800;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;6
14900;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;7
16000;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5003.0;2
16300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5016.0;3
16800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5003.0;4
17000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5015.0;2
17800;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;6
18900;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;8
19200;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5001.0;4
19800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;2
20600;BOT;SUBMISSION;TOMATOES;XIRECS;5008.0;8
20700;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;4
20900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
21000;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;6
22400;BOT;SUBMISSION;TOMATOES;XIRECS;5005.0;10
23200;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
23900;SUBMISSION;BOT;TOMATOES;XIRECS;5006.0;2
26800;SUBMISSION;BOT;TOMATOES;XIRECS;5006.0;3
28200;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
28600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5001.0;3
31600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;3
33000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5010.0;3
34500;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
35000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5011.0;4
35500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;4
36500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5012.0;3
36600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;4
39000;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;6
40100;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;8
42000;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
43700;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
43900;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;5
43900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;2
45300;BOT;SUBMISSION;TOMATOES;XIRECS;5006.0;5
45300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5012.0;3
45600;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
46700;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5012.0;4
47500;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;9
47900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;4
49500;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;9
49600;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;3
49900;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
50900;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;6
51000;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
52400;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
53500;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
53600;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;10
54900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4995.0;2
55000;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
59700;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;5
59800;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;10
61300;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5000.0;2
61300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5001.0;2
67400;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
69900;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;10
70000;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;5
72500;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;5
73000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4995.0;4
73300;BOT;SUBMISSION;TOMATOES;XIRECS;5000.0;4
74000;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;6
75700;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;10
76100;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
77600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4998.0;3
78000;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
78400;BOT;SUBMISSION;TOMATOES;XIRECS;5004.0;10
79300;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;5
79600;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;5
79700;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4994.0;3
80500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5008.0;3
80700;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5009.0;2
82100;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;10
82300;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
82400;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;10
83900;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;7
86500;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;5
87100;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;9
87100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10001.0;3
88900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
89200;SUBMISSION;BOT;TOMATOES;XIRECS;4998.0;10
90600;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;5
92300;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
92900;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;4999.0;4
93100;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
94600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5008.0;5
95800;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;9
96200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5007.0;2
96300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4996.0;4
97500;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
97900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4993.0;2
99800;BOT;SUBMISSION;TOMATOES;XIRECS;4999.0;3
101200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5003.0;4
103200;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
104100;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;10
107200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5014.0;2
107400;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;10
108000;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;6
108800;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;10
111000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5013.0;5
112800;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;7
113700;SUBMISSION;BOT;TOMATOES;XIRECS;5007.0;3
114200;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5001.0;4
116900;SUBMISSION;BOT;TOMATOES;XIRECS;5009.0;7
117200;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;8
118000;BOT;SUBMISSION;TOMATOES;XIRECS;5011.0;6
118400;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;6
118500;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;5
120400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5007.0;2
120700;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;5
122800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5016.0;5
