timestamp;buyer;seller;symbol;currency;price;quantity
400;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;6
400;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
700;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;8
1600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5004.0;3
6900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
11000;SUBMISSION;BOT;TOMATOES;XIRECS;4999.0;6
11000;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;4
11400;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
12900;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
13800;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;4
16100;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;9
16300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4990.0;2
16500;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;5
17200;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;7
19400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5004.0;4
19500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5004.0;2
21600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5004.0;3
22000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4994.0;3
22200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5005.0;2
22400;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;9
22400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5007.0;4
23000;SUBMISSION;BOT;TOMATOES;XIRECS;5003.0;2
25400;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;5
25400;SUBMISSION;BOT;TOMATOES;XIRECS;5000.0;8
28800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5006.0;3
29900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4997.0;4
30300;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;7
32800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5009.0;2
33100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
34400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4995.0;3
34500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5005.0;2
36300;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;9
36300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4992.0;2
36400;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
37800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5003.0;5
38200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5003.0;5
38900;SUBMISSION;BOT;TOMATOES;XIRECS;4995.0;5
41200;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;7
42200;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4992.0;5
43100;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;10
43700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5007.0;4
44400;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;7
44700;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4998.0;3
45100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5009.0;4
45900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;5
46300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;3
48700;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;7
52500;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
53000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;5
53100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
55200;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4995.0;3
55300;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;10
56100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;6
57000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5009.0;4
57200;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;10
57700;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
57900;BOT;SUBMISSION;TOMATOES;XIRECS;5003.0;3
59900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
61100;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
63900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;3
