delta_name,delta_value,from_bid,to_bid,extra_cost,required_relative_q_increase,required_abs_q_increase_if_q1_50,required_abs_q_increase_if_q1_75,required_abs_q_increase_if_q1_90,scenario_family,q1_weighted,q2_weighted,actual_abs_q_increase,required_abs_q_increase_at_q1,upgrade_worthwhile_under_family
risk_adjusted,3423.375,75,100,25,0.007522473389250495,0.0037612366946252473,0.005641855041937871,0.006770226050325445,prior_reused,0.9764352407844434,0.9979694375084882,0.021534196724044774,0.007345208115127375,1
risk_adjusted,3423.375,75,100,25,0.007522473389250495,0.0037612366946252473,0.005641855041937871,0.006770226050325445,moderate_alt,0.6686147353503779,0.8410061496910974,0.17239141434071958,0.005029636554333979,1
risk_adjusted,3423.375,75,100,25,0.007522473389250495,0.0037612366946252473,0.005641855041937871,0.006770226050325445,tough_alt,0.34621214246763043,0.5660285052621592,0.21981636279452876,0.002604371628748151,1
risk_adjusted,3423.375,75,100,25,0.007522473389250495,0.0037612366946252473,0.005641855041937871,0.006770226050325445,very_tough_alt,0.21939366372713837,0.3471674485323714,0.12777378480523305,0.0016503829971575698,1
risk_adjusted,3423.375,100,150,50,0.015274754649253541,0.007637377324626771,0.011456065986940156,0.013747279184328188,prior_reused,0.9979694375084882,0.9999863626949115,0.0020169251864232685,0.015243738305395722,0
risk_adjusted,3423.375,100,150,50,0.015274754649253541,0.007637377324626771,0.011456065986940156,0.013747279184328188,moderate_alt,0.8410061496910974,0.9823772316705417,0.14137108197944426,0.01284616259504491,1
risk_adjusted,3423.375,100,150,50,0.015274754649253541,0.007637377324626771,0.011456065986940156,0.013747279184328188,tough_alt,0.5660285052621592,0.8410066814783802,0.274978176216221,0.0086459465423632,1
risk_adjusted,3423.375,100,150,50,0.015274754649253541,0.007637377324626771,0.011456065986940156,0.013747279184328188,very_tough_alt,0.3471674485323714,0.6667589701223172,0.3195915215899458,0.00530289759853933,1
risk_adjusted,3423.375,150,200,50,0.015511691937798222,0.007755845968899111,0.011633768953348667,0.0139605227440184,prior_reused,0.9999863626949115,0.9999999082151472,1.3545520235691555e-05,0.015511480400122827,0
risk_adjusted,3423.375,150,200,50,0.015511691937798222,0.007755845968899111,0.011633768953348667,0.0139605227440184,moderate_alt,0.9823772316705417,0.9988442745291639,0.016467042858622216,0.015238332984380478,1
risk_adjusted,3423.375,150,200,50,0.015511691937798222,0.007755845968899111,0.011633768953348667,0.0139605227440184,tough_alt,0.8410066814783802,0.9639126403123576,0.12290595883397737,0.013045436560722627,1
risk_adjusted,3423.375,150,200,50,0.015511691937798222,0.007755845968899111,0.011633768953348667,0.0139605227440184,very_tough_alt,0.6667589701223172,0.8410067287133487,0.17424775859103148,0.010342559741300994,1
risk_adjusted,3423.375,200,300,100,0.032016648657301694,0.016008324328650847,0.02401248649297627,0.028814983791571526,prior_reused,0.9999999082151472,0.9999999999958336,9.17806863842685e-08,0.03201664571865831,0
risk_adjusted,3423.375,200,300,100,0.032016648657301694,0.016008324328650847,0.02401248649297627,0.028814983791571526,moderate_alt,0.9988442745291639,0.9999955164465748,0.0011512419174108945,0.03197964620095764,0
risk_adjusted,3423.375,200,300,100,0.032016648657301694,0.016008324328650847,0.02401248649297627,0.028814983791571526,tough_alt,0.9639126403123576,0.9992577972889942,0.03534515697663665,0.030861252341212772,1
risk_adjusted,3423.375,200,300,100,0.032016648657301694,0.016008324328650847,0.02401248649297627,0.028814983791571526,very_tough_alt,0.8410067287133487,0.9836443228646644,0.14263759415131572,0.026926216951641924,1
risk_adjusted,3423.375,300,500,200,0.06841407619617734,0.03420703809808867,0.05131055714713301,0.06157266857655961,prior_reused,0.9999999999958336,1.0,4.1664449668132875e-12,0.06841407619589229,0
risk_adjusted,3423.375,300,500,200,0.06841407619617734,0.03420703809808867,0.05131055714713301,0.06157266857655961,moderate_alt,0.9999955164465748,0.999999999932991,4.48348641624019e-06,0.06841376945801168,0
risk_adjusted,3423.375,300,500,200,0.06841407619617734,0.03420703809808867,0.05131055714713301,0.06157266857655961,tough_alt,0.9992577972889942,0.9999997505409184,0.0007419532519241656,0.06836329908335359,0
