timestamp;buyer;seller;symbol;currency;price;quantity
700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5010.0;3
2200;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;3
6600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4998.0;2
9200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5011.0;5
9300;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;10
10100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
10100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;3
10400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;2
14600;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;5
16400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4996.0;3
16700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5009.0;2
17600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5011.0;5
17800;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
19800;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;7
21600;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
22800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;3
23100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;4
23500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4998.0;3
26700;BOT;SUBMISSION;TOMATOES;XIRECS;5006.0;9
27200;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;5
27500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4998.0;3
27800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;2
28100;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;9
28100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
28100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5009.0;2
28700;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;5
29200;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
32300;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
32600;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5009.0;2
33400;SUBMISSION;BOT;TOMATOES;XIRECS;5002.0;10
34000;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;6
34300;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;6
34500;BOT;SUBMISSION;TOMATOES;XIRECS;5001.0;5
35000;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
35400;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;8
36400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5008.0;3
37400;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
41000;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;6
42900;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;5
44600;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
46600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5013.0;3
46900;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;6
48600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5011.0;2
49700;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5008.0;4
49700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5012.0;1
50000;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
50300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5014.0;4
50700;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5016.0;3
51000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5004.0;5
51200;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
52900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
54400;SUBMISSION;BOT;TOMATOES;XIRECS;5011.0;3
55400;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
55900;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;6
58700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5012.0;4
58800;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;10
58800;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10001.0;8
59400;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5013.0;5
60400;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;10
62200;SUBMISSION;BOT;TOMATOES;XIRECS;5005.0;6
63500;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;10
64400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5011.0;4
65600;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;10
67200;SUBMISSION;BOT;TOMATOES;XIRECS;5006.0;3
67700;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
67800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;5
68100;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;9
69700;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;9
69800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5009.0;2
70300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;4
70400;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;9
72000;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;9
73500;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;9
74800;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;6
75400;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
75700;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4998.0;3
75800;BOT;SUBMISSION;TOMATOES;XIRECS;5004.0;8
76000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4998.0;5
76200;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;9
77500;BOT;SUBMISSION;TOMATOES;XIRECS;5004.0;3
78900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
79300;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;8
80000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5013.0;4
81900;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;6
82400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;3
82500;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;10
82800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5012.0;3
83300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5014.0;6
83900;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;5
84200;SUBMISSION;BOT;TOMATOES;XIRECS;5007.0;4
85000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5004.0;3
85300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5004.0;3
87000;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;8
87500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5007.0;2
90100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;4
90500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5020.0;5
