day;timestamp;product;fair_value;position;cash;mtm_pnl
-1;0;EMERALDS;10000.0;0;0.0;0.0
-1;0;TOMATOES;5006.0;0;0.0;0.0
-1;100;EMERALDS;10000.0;0;0.0;0.0
-1;100;TOMATOES;5006.5;0;0.0;0.0
-1;200;EMERALDS;10000.0;0;0.0;0.0
-1;200;TOMATOES;5006.5;0;0.0;0.0
-1;300;EMERALDS;10000.0;-5;50000.0;0.0
-1;300;TOMATOES;5006.25;0;0.0;0.0
-1;400;EMERALDS;10000.0;-5;50000.0;0.0
-1;400;TOMATOES;5005.25;0;0.0;0.0
-1;500;EMERALDS;10000.0;-5;50000.0;0.0
-1;500;TOMATOES;5005.75;0;0.0;0.0
-1;600;EMERALDS;10000.0;-5;50000.0;0.0
-1;600;TOMATOES;5006.0;0;0.0;0.0
-1;700;EMERALDS;10000.0;-5;50000.0;0.0
-1;700;TOMATOES;5006.25;0;0.0;0.0
-1;800;EMERALDS;10000.0;-5;50000.0;0.0
-1;800;TOMATOES;5006.25;0;0.0;0.0
-1;900;EMERALDS;10000.0;-5;50000.0;0.0
-1;900;TOMATOES;5006.5;0;0.0;0.0
-1;1000;EMERALDS;10000.0;-5;50000.0;0.0
-1;1000;TOMATOES;5006.5;0;0.0;0.0
-1;1100;EMERALDS;10000.0;-5;50000.0;0.0
-1;1100;TOMATOES;5005.75;0;0.0;0.0
-1;1200;EMERALDS;10000.0;-5;50000.0;0.0
-1;1200;TOMATOES;5005.75;0;0.0;0.0
-1;1300;EMERALDS;10000.0;-5;50000.0;0.0
-1;1300;TOMATOES;5005.75;0;0.0;0.0
-1;1400;EMERALDS;10000.0;-5;50000.0;0.0
-1;1400;TOMATOES;5006.0;0;0.0;0.0
-1;1500;EMERALDS;10000.0;-5;50000.0;0.0
-1;1500;TOMATOES;5006.0;0;0.0;0.0
-1;1600;EMERALDS;10000.0;-5;50000.0;0.0
-1;1600;TOMATOES;5006.25;0;0.0;0.0
-1;1700;EMERALDS;10000.0;-5;50000.0;0.0
-1;1700;TOMATOES;5006.5;0;0.0;0.0
-1;1800;EMERALDS;10000.0;-5;50000.0;0.0
-1;1800;TOMATOES;5006.25;0;0.0;0.0
-1;1900;EMERALDS;10000.0;-5;50000.0;0.0
-1;1900;TOMATOES;5006.5;0;0.0;0.0
-1;2000;EMERALDS;10000.0;-5;50000.0;0.0
-1;2000;TOMATOES;5007.25;0;0.0;0.0
-1;2100;EMERALDS;10000.0;-5;50000.0;0.0
-1;2100;TOMATOES;5007.0;-4;20052.0;24.0
-1;2200;EMERALDS;10000.0;-5;50000.0;0.0
-1;2200;TOMATOES;5007.0;-4;20052.0;24.0
-1;2300;EMERALDS;10000.0;-5;50000.0;0.0
-1;2300;TOMATOES;5007.25;-4;20052.0;23.0
-1;2400;EMERALDS;10000.0;-5;50000.0;0.0
-1;2400;TOMATOES;5007.0;-4;20052.0;24.0
-1;2500;EMERALDS;10000.0;-5;50000.0;0.0
-1;2500;TOMATOES;5007.25;-4;20052.0;23.0
-1;2600;EMERALDS;10000.0;-5;50000.0;0.0
-1;2600;TOMATOES;5007.25;-4;20052.0;23.0
-1;2700;EMERALDS;10000.0;-5;50000.0;0.0
-1;2700;TOMATOES;5007.75;-4;20052.0;21.0
-1;2800;EMERALDS;10000.0;-5;50000.0;0.0
-1;2800;TOMATOES;5007.75;-4;20052.0;21.0
-1;2900;EMERALDS;10000.0;-5;50000.0;0.0
-1;2900;TOMATOES;5007.5;-4;20052.0;22.0
-1;3000;EMERALDS;10000.0;-5;50000.0;0.0
-1;3000;TOMATOES;5008.0;-4;20052.0;20.0
-1;3100;EMERALDS;10000.0;-5;50000.0;0.0
-1;3100;TOMATOES;5007.25;-4;20052.0;23.0
-1;3200;EMERALDS;10000.0;-5;50000.0;0.0
-1;3200;TOMATOES;5007.25;-4;20052.0;23.0
-1;3300;EMERALDS;10000.0;-5;50000.0;0.0
-1;3300;TOMATOES;5007.25;1;-4958.0;49.25
-1;3400;EMERALDS;10000.0;-5;50000.0;0.0
-1;3400;TOMATOES;5007.0;4;-19961.0;67.0
-1;3500;EMERALDS;10000.0;-5;50000.0;0.0
-1;3500;TOMATOES;5007.5;4;-19961.0;69.0
-1;3600;EMERALDS;10000.0;-5;50000.0;0.0
-1;3600;TOMATOES;5007.75;4;-19961.0;70.0
-1;3700;EMERALDS;10000.0;-5;50000.0;0.0
-1;3700;TOMATOES;5007.75;4;-19961.0;70.0
-1;3800;EMERALDS;10000.0;-5;50000.0;0.0
-1;3800;TOMATOES;5008.75;4;-19961.0;74.0
-1;3900;EMERALDS;10000.0;-5;50000.0;0.0
-1;3900;TOMATOES;5009.0;4;-19961.0;75.0
-1;4000;EMERALDS;10000.0;1;-10000.0;0.0
-1;4000;TOMATOES;5009.25;4;-19961.0;76.0
-1;4100;EMERALDS;10000.0;1;-10000.0;0.0
-1;4100;TOMATOES;5009.75;4;-19961.0;78.0
-1;4200;EMERALDS;10000.0;1;-10000.0;0.0
-1;4200;TOMATOES;5010.25;4;-19961.0;80.0
-1;4300;EMERALDS;10000.0;1;-10000.0;0.0
-1;4300;TOMATOES;5010.25;4;-19961.0;80.0
-1;4400;EMERALDS;10000.0;1;-10000.0;0.0
-1;4400;TOMATOES;5011.25;4;-19961.0;84.0
-1;4500;EMERALDS;10000.0;1;-10000.0;0.0
-1;4500;TOMATOES;5011.0;4;-19961.0;83.0
-1;4600;EMERALDS;10000.0;1;-10000.0;0.0
-1;4600;TOMATOES;5011.25;4;-19961.0;84.0
-1;4700;EMERALDS;10000.0;1;-10000.0;0.0
-1;4700;TOMATOES;5011.25;4;-19961.0;84.0
-1;4800;EMERALDS;10000.0;1;-10000.0;0.0
-1;4800;TOMATOES;5011.25;4;-19961.0;84.0
-1;4900;EMERALDS;10000.0;1;-10000.0;0.0
-1;4900;TOMATOES;5011.25;4;-19961.0;84.0
-1;5000;EMERALDS;10000.0;1;-10000.0;0.0
-1;5000;TOMATOES;5009.75;4;-19961.0;78.0
-1;5100;EMERALDS;10000.0;-8;80000.0;0.0
-1;5100;TOMATOES;5009.5;4;-19961.0;77.0
-1;5200;EMERALDS;10000.0;1;-10000.0;0.0
-1;5200;TOMATOES;5009.0;4;-19961.0;75.0
-1;5300;EMERALDS;10000.0;1;-10000.0;0.0
-1;5300;TOMATOES;5009.25;4;-19961.0;76.0
-1;5400;EMERALDS;10000.0;1;-10000.0;0.0
-1;5400;TOMATOES;5009.5;4;-19961.0;77.0
-1;5500;EMERALDS;10000.0;1;-10000.0;0.0
-1;5500;TOMATOES;5009.5;4;-19961.0;77.0
-1;5600;EMERALDS;10000.0;1;-10000.0;0.0
-1;5600;TOMATOES;5009.25;4;-19961.0;76.0
-1;5700;EMERALDS;10000.0;1;-10000.0;0.0
-1;5700;TOMATOES;5009.5;4;-19961.0;77.0
-1;5800;EMERALDS;10000.0;1;-10000.0;0.0
-1;5800;TOMATOES;5009.25;2;-9931.0;87.5
-1;5900;EMERALDS;10000.0;1;-10000.0;0.0
-1;5900;TOMATOES;5008.25;2;-9931.0;85.5
-1;6000;EMERALDS;10000.0;1;-10000.0;0.0
-1;6000;TOMATOES;5008.75;2;-9931.0;86.5
-1;6100;EMERALDS;10000.0;1;-10000.0;0.0
-1;6100;TOMATOES;5009.25;2;-9931.0;87.5
-1;6200;EMERALDS;10000.0;1;-10000.0;0.0
-1;6200;TOMATOES;5009.0;2;-9931.0;87.0
-1;6300;EMERALDS;10000.0;1;-10000.0;0.0
-1;6300;TOMATOES;5008.75;2;-9931.0;86.5
-1;6400;EMERALDS;10000.0;1;-10000.0;0.0
-1;6400;TOMATOES;5007.25;2;-9931.0;83.5
-1;6500;EMERALDS;10000.0;-2;20021.0;21.0
-1;6500;TOMATOES;5006.5;7;-34936.0;109.5
-1;6600;EMERALDS;10000.0;-2;20021.0;21.0
-1;6600;TOMATOES;5006.5;7;-34936.0;109.5
-1;6700;EMERALDS;10000.0;-2;20021.0;21.0
-1;6700;TOMATOES;5007.0;7;-34936.0;113.0
-1;6800;EMERALDS;10000.0;-2;20021.0;21.0
-1;6800;TOMATOES;5007.25;7;-34936.0;114.75
-1;6900;EMERALDS;10000.0;-2;20021.0;21.0
-1;6900;TOMATOES;5008.25;7;-34936.0;121.75
-1;7000;EMERALDS;10000.0;-2;20021.0;21.0
-1;7000;TOMATOES;5008.25;7;-34936.0;121.75
-1;7100;EMERALDS;10000.0;-2;20021.0;21.0
-1;7100;TOMATOES;5008.5;7;-34936.0;123.5
-1;7200;EMERALDS;10000.0;-2;20021.0;21.0
-1;7200;TOMATOES;5008.25;7;-34936.0;121.75
-1;7300;EMERALDS;10000.0;-2;20021.0;21.0
-1;7300;TOMATOES;5008.0;7;-34936.0;120.0
-1;7400;EMERALDS;10000.0;-2;20021.0;21.0
-1;7400;TOMATOES;5008.25;7;-34936.0;121.75
-1;7500;EMERALDS;10000.0;-2;20021.0;21.0
-1;7500;TOMATOES;5006.75;7;-34936.0;111.25
-1;7600;EMERALDS;10000.0;-2;20021.0;21.0
-1;7600;TOMATOES;5007.25;7;-34936.0;114.75
-1;7700;EMERALDS;10000.0;-2;20021.0;21.0
-1;7700;TOMATOES;5007.25;7;-34936.0;114.75
-1;7800;EMERALDS;10000.0;-2;20021.0;21.0
-1;7800;TOMATOES;5007.5;7;-34936.0;116.5
-1;7900;EMERALDS;10000.0;-2;20021.0;21.0
-1;7900;TOMATOES;5007.5;7;-34936.0;116.5
-1;8000;EMERALDS;10000.0;-2;20021.0;21.0
-1;8000;TOMATOES;5007.5;7;-34936.0;116.5
-1;8100;EMERALDS;10000.0;-2;20021.0;21.0
-1;8100;TOMATOES;5007.25;7;-34936.0;114.75
-1;8200;EMERALDS;10000.0;-2;20021.0;21.0
-1;8200;TOMATOES;5007.0;7;-34936.0;113.0
-1;8300;EMERALDS;10000.0;-2;20021.0;21.0
-1;8300;TOMATOES;5007.25;7;-34936.0;114.75
-1;8400;EMERALDS;10000.0;-2;20021.0;21.0
-1;8400;TOMATOES;5007.75;7;-34936.0;118.25
-1;8500;EMERALDS;10000.0;-2;20021.0;21.0
-1;8500;TOMATOES;5007.0;7;-34936.0;113.0
-1;8600;EMERALDS;10000.0;-2;20021.0;21.0
-1;8600;TOMATOES;5007.0;7;-34936.0;113.0
-1;8700;EMERALDS;10000.0;-2;20021.0;21.0
-1;8700;TOMATOES;5007.0;7;-34936.0;113.0
-1;8800;EMERALDS;10000.0;-2;20021.0;21.0
-1;8800;TOMATOES;5006.25;7;-34936.0;107.75
-1;8900;EMERALDS;10000.0;-2;20021.0;21.0
-1;8900;TOMATOES;5005.75;7;-34936.0;104.25
-1;9000;EMERALDS;10000.0;-2;20021.0;21.0
-1;9000;TOMATOES;5004.75;7;-34936.0;97.25
-1;9100;EMERALDS;10000.0;-2;20021.0;21.0
-1;9100;TOMATOES;5004.75;7;-34936.0;97.25
-1;9200;EMERALDS;10000.0;-2;20021.0;21.0
-1;9200;TOMATOES;5004.5;7;-34936.0;95.5
-1;9300;EMERALDS;10000.0;-2;20021.0;21.0
-1;9300;TOMATOES;5004.0;3;-14896.0;116.0
-1;9400;EMERALDS;10000.0;-2;20021.0;21.0
-1;9400;TOMATOES;5004.0;3;-14896.0;116.0
-1;9500;EMERALDS;10000.0;-2;20021.0;21.0
-1;9500;TOMATOES;5004.5;3;-14896.0;117.5
-1;9600;EMERALDS;10000.0;-2;20021.0;21.0
-1;9600;TOMATOES;5003.5;3;-14896.0;114.5
-1;9700;EMERALDS;10000.0;-2;20021.0;21.0
-1;9700;TOMATOES;5002.75;3;-14896.0;112.25
-1;9800;EMERALDS;10000.0;-2;20021.0;21.0
-1;9800;TOMATOES;5003.0;3;-14896.0;113.0
-1;9900;EMERALDS;10000.0;-2;20021.0;21.0
-1;9900;TOMATOES;5003.25;3;-14896.0;113.75
-1;10000;EMERALDS;10000.0;-2;20021.0;21.0
-1;10000;TOMATOES;5003.0;3;-14896.0;113.0
-1;10100;EMERALDS;10000.0;-2;20021.0;21.0
-1;10100;TOMATOES;5003.0;7;-34884.0;137.0
