timestamp;buyer;seller;symbol;currency;price;quantity
600;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;4
2100;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;7
4400;BOT;SUBMISSION;TOMATOES;XIRECS;5010.0;11
6200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5016.0;4
6300;SUBMISSION;BOT;TOMATOES;XIRECS;5011.0;4
6400;SUBMISSION;BOT;TOMATOES;XIRECS;5009.0;10
7400;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;9
7800;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;6
9900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
10500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5006.0;4
10700;BOT;SUBMISSION;TOMATOES;XIRECS;5010.0;2
11000;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
12000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5004.0;3
12500;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5004.0;5
12600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5016.0;3
14300;BOT;SUBMISSION;TOMATOES;XIRECS;5007.0;8
14700;SUBMISSION;BOT;TOMATOES;XIRECS;5005.0;6
15000;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;10
15600;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;5
19000;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;7
21600;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
21700;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;8
23700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;4996.0;3
26500;SUBMISSION;BOT;TOMATOES;XIRECS;4982.0;5
26700;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
27300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;4988.0;3
28700;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
29500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4977.0;5
29700;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
30500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;4987.0;3
31700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;4984.0;2
34600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;4984.0;2
36000;SUBMISSION;BOT;TOMATOES;XIRECS;4976.0;3
36900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;4982.0;5
39000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;4979.0;5
40000;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;8
40600;SUBMISSION;BOT;TOMATOES;XIRECS;4973.0;10
41100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4968.0;5
41900;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;7
42000;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;8
42900;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4967.0;4
43200;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;9
43400;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;6
44100;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;9
46200;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;5
46500;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
47700;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4967.0;5
48800;BOT;SUBMISSION;TOMATOES;XIRECS;4971.0;2
49400;BOT;SUBMISSION;TOMATOES;XIRECS;4973.0;8
49500;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;7
