day,timestamp,global_ts,product,side,price,quantity,source
-2,700,700,INTARIAN_PEPPER_ROOT,BUY,10006,12,AGGRESSIVE
-2,1000,1000,INTARIAN_PEPPER_ROOT,BUY,9995,7,MARKET_TRADE
-2,1900,1900,INTARIAN_PEPPER_ROOT,SELL,9996,8,AGGRESSIVE
-2,2700,2700,INTARIAN_PEPPER_ROOT,SELL,9997,10,AGGRESSIVE
-2,4000,4000,INTARIAN_PEPPER_ROOT,SELL,10007,7,AGGRESSIVE
-2,4000,4000,INTARIAN_PEPPER_ROOT,SELL,9998,11,AGGRESSIVE
-2,4400,4400,INTARIAN_PEPPER_ROOT,BUY,10010,9,AGGRESSIVE
-2,4400,4400,INTARIAN_PEPPER_ROOT,BUY,10012,9,AGGRESSIVE
-2,4900,4900,INTARIAN_PEPPER_ROOT,BUY,10010,9,AGGRESSIVE
-2,5100,5100,INTARIAN_PEPPER_ROOT,BUY,10007,7,AGGRESSIVE
-2,5200,5200,INTARIAN_PEPPER_ROOT,BUY,10002,5,AGGRESSIVE
-2,5200,5200,INTARIAN_PEPPER_ROOT,BUY,10011,11,AGGRESSIVE
-2,5200,5200,INTARIAN_PEPPER_ROOT,BUY,10013,2,AGGRESSIVE
-2,5300,5300,INTARIAN_PEPPER_ROOT,SELL,10000,11,AGGRESSIVE
-2,6200,6200,INTARIAN_PEPPER_ROOT,SELL,10001,8,AGGRESSIVE
-2,7400,7400,INTARIAN_PEPPER_ROOT,SELL,10002,10,AGGRESSIVE
-2,9200,9200,INTARIAN_PEPPER_ROOT,SELL,10004,10,AGGRESSIVE
-2,10400,10400,INTARIAN_PEPPER_ROOT,SELL,10008,11,AGGRESSIVE
-2,10500,10500,INTARIAN_PEPPER_ROOT,SELL,10013,5,AGGRESSIVE
-2,10500,10500,INTARIAN_PEPPER_ROOT,SELL,10005,9,AGGRESSIVE
-2,10600,10600,INTARIAN_PEPPER_ROOT,BUY,10016,9,AGGRESSIVE
-2,10700,10700,INTARIAN_PEPPER_ROOT,BUY,10016,12,AGGRESSIVE
-2,11300,11300,INTARIAN_PEPPER_ROOT,BUY,10008,3,AGGRESSIVE
-2,11300,11300,INTARIAN_PEPPER_ROOT,BUY,10017,10,AGGRESSIVE
-2,11300,11300,INTARIAN_PEPPER_ROOT,BUY,10019,5,AGGRESSIVE
-2,14500,14500,INTARIAN_PEPPER_ROOT,SELL,10009,8,AGGRESSIVE
-2,15000,15000,INTARIAN_PEPPER_ROOT,SELL,10021,7,MARKET_TRADE
-2,15600,15600,INTARIAN_PEPPER_ROOT,SELL,10021,3,MARKET_TRADE
-2,18200,18200,INTARIAN_PEPPER_ROOT,BUY,10024,11,AGGRESSIVE
-2,20200,20200,INTARIAN_PEPPER_ROOT,SELL,10026,6,MARKET_TRADE
-2,20800,20800,INTARIAN_PEPPER_ROOT,BUY,10026,12,AGGRESSIVE
-2,21800,21800,INTARIAN_PEPPER_ROOT,BUY,10023,6,AGGRESSIVE
-2,21800,21800,INTARIAN_PEPPER_ROOT,BUY,10027,9,AGGRESSIVE
-2,21900,21900,INTARIAN_PEPPER_ROOT,SELL,10016,10,AGGRESSIVE
-2,22600,22600,INTARIAN_PEPPER_ROOT,BUY,10031,1,AGGRESSIVE
-2,22600,22600,INTARIAN_PEPPER_ROOT,BUY,10028,10,AGGRESSIVE
-2,22600,22600,INTARIAN_PEPPER_ROOT,BUY,10019,7,AGGRESSIVE
-2,23000,23000,INTARIAN_PEPPER_ROOT,SELL,10017,12,AGGRESSIVE
-2,24100,24100,INTARIAN_PEPPER_ROOT,SELL,10019,10,AGGRESSIVE
-2,24100,24100,INTARIAN_PEPPER_ROOT,SELL,10016,8,AGGRESSIVE
-2,25800,25800,INTARIAN_PEPPER_ROOT,BUY,10031,9,AGGRESSIVE
-2,26800,26800,INTARIAN_PEPPER_ROOT,SELL,10021,8,AGGRESSIVE
-2,26900,26900,INTARIAN_PEPPER_ROOT,BUY,10032,9,AGGRESSIVE
-2,27100,27100,INTARIAN_PEPPER_ROOT,SELL,10022,8,AGGRESSIVE
-2,27400,27400,INTARIAN_PEPPER_ROOT,SELL,10022,10,AGGRESSIVE
-2,29300,29300,INTARIAN_PEPPER_ROOT,BUY,10035,10,AGGRESSIVE
-2,29300,29300,INTARIAN_PEPPER_ROOT,BUY,10021,6,MARKET_TRADE
-2,33700,33700,INTARIAN_PEPPER_ROOT,BUY,10035,5,AGGRESSIVE
-2,33700,33700,INTARIAN_PEPPER_ROOT,BUY,10039,10,AGGRESSIVE
-2,34200,34200,INTARIAN_PEPPER_ROOT,SELL,10029,12,AGGRESSIVE
-2,34600,34600,INTARIAN_PEPPER_ROOT,SELL,10029,10,AGGRESSIVE
-2,35100,35100,INTARIAN_PEPPER_ROOT,BUY,10037,5,AGGRESSIVE
-2,35100,35100,INTARIAN_PEPPER_ROOT,BUY,10041,7,AGGRESSIVE
-2,35100,35100,INTARIAN_PEPPER_ROOT,BUY,10032,6,AGGRESSIVE
-2,35200,35200,INTARIAN_PEPPER_ROOT,BUY,10032,5,AGGRESSIVE
-2,35700,35700,INTARIAN_PEPPER_ROOT,SELL,10030,9,AGGRESSIVE
-2,35900,35900,INTARIAN_PEPPER_ROOT,SELL,10030,10,AGGRESSIVE
-2,37900,37900,INTARIAN_PEPPER_ROOT,SELL,10040,4,AGGRESSIVE
-2,37900,37900,INTARIAN_PEPPER_ROOT,SELL,10032,12,AGGRESSIVE
-2,37900,37900,INTARIAN_PEPPER_ROOT,SELL,10030,2,AGGRESSIVE
-2,38100,38100,INTARIAN_PEPPER_ROOT,BUY,10044,9,AGGRESSIVE
-2,39300,39300,INTARIAN_PEPPER_ROOT,SELL,10037,10,AGGRESSIVE
-2,39600,39600,INTARIAN_PEPPER_ROOT,BUY,10045,11,AGGRESSIVE
-2,39900,39900,INTARIAN_PEPPER_ROOT,SELL,10042,6,AGGRESSIVE
-2,41200,41200,INTARIAN_PEPPER_ROOT,BUY,10047,8,AGGRESSIVE
-2,42200,42200,INTARIAN_PEPPER_ROOT,BUY,10048,12,AGGRESSIVE
-2,43500,43500,INTARIAN_PEPPER_ROOT,SELL,10038,11,AGGRESSIVE
-2,44100,44100,INTARIAN_PEPPER_ROOT,SELL,10039,10,AGGRESSIVE
-2,44300,44300,INTARIAN_PEPPER_ROOT,BUY,10050,9,AGGRESSIVE
-2,44600,44600,INTARIAN_PEPPER_ROOT,BUY,10050,12,AGGRESSIVE
-2,45100,45100,INTARIAN_PEPPER_ROOT,SELL,10040,12,AGGRESSIVE
-2,45100,45100,INTARIAN_PEPPER_ROOT,SELL,10037,2,AGGRESSIVE
-2,45100,45100,INTARIAN_PEPPER_ROOT,SELL,10048,4,AGGRESSIVE
-2,45300,45300,INTARIAN_PEPPER_ROOT,BUY,10051,10,AGGRESSIVE
-2,45900,45900,INTARIAN_PEPPER_ROOT,BUY,10038,6,MARKET_TRADE
-2,46400,46400,INTARIAN_PEPPER_ROOT,SELL,10049,4,AGGRESSIVE
-2,46400,46400,INTARIAN_PEPPER_ROOT,SELL,10041,8,AGGRESSIVE
-2,46400,46400,INTARIAN_PEPPER_ROOT,SELL,10038,6,AGGRESSIVE
-2,47300,47300,INTARIAN_PEPPER_ROOT,BUY,10053,10,AGGRESSIVE
-2,47500,47500,INTARIAN_PEPPER_ROOT,SELL,10042,11,AGGRESSIVE
-2,48900,48900,INTARIAN_PEPPER_ROOT,BUY,10054,8,AGGRESSIVE
-2,52600,52600,INTARIAN_PEPPER_ROOT,BUY,10058,10,AGGRESSIVE
-2,52900,52900,INTARIAN_PEPPER_ROOT,BUY,10049,6,AGGRESSIVE
-2,52900,52900,INTARIAN_PEPPER_ROOT,BUY,10061,12,AGGRESSIVE
-2,53000,53000,INTARIAN_PEPPER_ROOT,BUY,10049,6,AGGRESSIVE
-2,53200,53200,INTARIAN_PEPPER_ROOT,SELL,10048,8,AGGRESSIVE
-2,53800,53800,INTARIAN_PEPPER_ROOT,BUY,10048,4,MARKET_TRADE
-2,54400,54400,INTARIAN_PEPPER_ROOT,SELL,10049,9,AGGRESSIVE
-2,54700,54700,INTARIAN_PEPPER_ROOT,SELL,10047,7,AGGRESSIVE
-2,54700,54700,INTARIAN_PEPPER_ROOT,SELL,10049,11,AGGRESSIVE
-2,55300,55300,INTARIAN_PEPPER_ROOT,BUY,10052,7,AGGRESSIVE
-2,55300,55300,INTARIAN_PEPPER_ROOT,BUY,10061,9,AGGRESSIVE
-2,56300,56300,INTARIAN_PEPPER_ROOT,SELL,10051,11,AGGRESSIVE
-2,57200,57200,INTARIAN_PEPPER_ROOT,SELL,10060,8,AGGRESSIVE
-2,57200,57200,INTARIAN_PEPPER_ROOT,SELL,10052,8,AGGRESSIVE
-2,57200,57200,INTARIAN_PEPPER_ROOT,SELL,10049,2,AGGRESSIVE
-2,57400,57400,INTARIAN_PEPPER_ROOT,BUY,10063,8,AGGRESSIVE
-2,57800,57800,INTARIAN_PEPPER_ROOT,BUY,10063,11,AGGRESSIVE
-2,59200,59200,INTARIAN_PEPPER_ROOT,SELL,10057,5,AGGRESSIVE
-2,59200,59200,INTARIAN_PEPPER_ROOT,SELL,10051,13,AGGRESSIVE
-2,59500,59500,INTARIAN_PEPPER_ROOT,BUY,10065,9,AGGRESSIVE
-2,61600,61600,INTARIAN_PEPPER_ROOT,BUY,10067,10,AGGRESSIVE
-2,61700,61700,INTARIAN_PEPPER_ROOT,SELL,10064,5,AGGRESSIVE
-2,61700,61700,INTARIAN_PEPPER_ROOT,SELL,10056,9,AGGRESSIVE
-2,61800,61800,INTARIAN_PEPPER_ROOT,BUY,10067,12,AGGRESSIVE
-2,61900,61900,INTARIAN_PEPPER_ROOT,BUY,10067,10,AGGRESSIVE
-2,63500,63500,INTARIAN_PEPPER_ROOT,SELL,10058,10,AGGRESSIVE
-2,64300,64300,INTARIAN_PEPPER_ROOT,BUY,10072,13,AGGRESSIVE
-2,64300,64300,INTARIAN_PEPPER_ROOT,BUY,10061,5,AGGRESSIVE
-2,64400,64400,INTARIAN_PEPPER_ROOT,SELL,10059,8,AGGRESSIVE
-2,64800,64800,INTARIAN_PEPPER_ROOT,SELL,10059,12,AGGRESSIVE
-2,66500,66500,INTARIAN_PEPPER_ROOT,SELL,10061,8,AGGRESSIVE
-2,67400,67400,INTARIAN_PEPPER_ROOT,BUY,10064,4,AGGRESSIVE
-2,67400,67400,INTARIAN_PEPPER_ROOT,BUY,10073,9,AGGRESSIVE
-2,68200,68200,INTARIAN_PEPPER_ROOT,SELL,10063,9,AGGRESSIVE
-2,69500,69500,INTARIAN_PEPPER_ROOT,SELL,10064,11,AGGRESSIVE
-2,69900,69900,INTARIAN_PEPPER_ROOT,BUY,10075,12,AGGRESSIVE
-2,71100,71100,INTARIAN_PEPPER_ROOT,SELL,10066,10,AGGRESSIVE
-2,71600,71600,INTARIAN_PEPPER_ROOT,SELL,10074,7,AGGRESSIVE
-2,71600,71600,INTARIAN_PEPPER_ROOT,SELL,10066,9,AGGRESSIVE
-2,71700,71700,INTARIAN_PEPPER_ROOT,BUY,10077,8,AGGRESSIVE
-2,71800,71800,INTARIAN_PEPPER_ROOT,BUY,10077,9,AGGRESSIVE
-2,71800,71800,INTARIAN_PEPPER_ROOT,BUY,10080,9,AGGRESSIVE
-2,72400,72400,INTARIAN_PEPPER_ROOT,BUY,10067,5,MARKET_TRADE
-2,72800,72800,INTARIAN_PEPPER_ROOT,BUY,10078,8,AGGRESSIVE
-2,73500,73500,INTARIAN_PEPPER_ROOT,BUY,10079,8,AGGRESSIVE
-2,75000,75000,INTARIAN_PEPPER_ROOT,SELL,10069,8,AGGRESSIVE
-2,75100,75100,INTARIAN_PEPPER_ROOT,BUY,10077,7,AGGRESSIVE
-2,76100,76100,INTARIAN_PEPPER_ROOT,SELL,10071,9,AGGRESSIVE
-2,77700,77700,INTARIAN_PEPPER_ROOT,SELL,10072,11,AGGRESSIVE
-2,78100,78100,INTARIAN_PEPPER_ROOT,SELL,10073,9,AGGRESSIVE
-2,79300,79300,INTARIAN_PEPPER_ROOT,SELL,10077,11,AGGRESSIVE
-2,79800,79800,INTARIAN_PEPPER_ROOT,BUY,10085,10,AGGRESSIVE
-2,82300,82300,INTARIAN_PEPPER_ROOT,BUY,10088,8,AGGRESSIVE
-2,82700,82700,INTARIAN_PEPPER_ROOT,BUY,10079,8,AGGRESSIVE
-2,82700,82700,INTARIAN_PEPPER_ROOT,BUY,10088,10,AGGRESSIVE
-2,84400,84400,INTARIAN_PEPPER_ROOT,SELL,10079,8,AGGRESSIVE
-2,84500,84500,INTARIAN_PEPPER_ROOT,SELL,10079,9,AGGRESSIVE
-2,86600,86600,INTARIAN_PEPPER_ROOT,BUY,10092,12,AGGRESSIVE
-2,86600,86600,INTARIAN_PEPPER_ROOT,BUY,10095,3,AGGRESSIVE
-2,86600,86600,INTARIAN_PEPPER_ROOT,BUY,10083,3,AGGRESSIVE
-2,86900,86900,INTARIAN_PEPPER_ROOT,SELL,10081,9,AGGRESSIVE
-2,89000,89000,INTARIAN_PEPPER_ROOT,SELL,10081,15,AGGRESSIVE
-2,89000,89000,INTARIAN_PEPPER_ROOT,SELL,10092,3,AGGRESSIVE
-2,89000,89000,INTARIAN_PEPPER_ROOT,SELL,10095,6,MARKET_TRADE
-2,89100,89100,INTARIAN_PEPPER_ROOT,BUY,10095,10,AGGRESSIVE
-2,89300,89300,INTARIAN_PEPPER_ROOT,BUY,10095,8,AGGRESSIVE
-2,89500,89500,INTARIAN_PEPPER_ROOT,SELL,10087,9,AGGRESSIVE
-2,89700,89700,INTARIAN_PEPPER_ROOT,BUY,10095,9,AGGRESSIVE
-2,90500,90500,INTARIAN_PEPPER_ROOT,BUY,10096,12,AGGRESSIVE
-2,90800,90800,INTARIAN_PEPPER_ROOT,BUY,10087,6,AGGRESSIVE
-2,90800,90800,INTARIAN_PEPPER_ROOT,BUY,10096,11,AGGRESSIVE
-2,90800,90800,INTARIAN_PEPPER_ROOT,BUY,10099,1,AGGRESSIVE
-2,91200,91200,INTARIAN_PEPPER_ROOT,BUY,10086,5,MARKET_TRADE
-2,91800,91800,INTARIAN_PEPPER_ROOT,SELL,10086,10,AGGRESSIVE
-2,92100,92100,INTARIAN_PEPPER_ROOT,SELL,10087,11,AGGRESSIVE
-2,92200,92200,INTARIAN_PEPPER_ROOT,BUY,10089,4,AGGRESSIVE
-2,92200,92200,INTARIAN_PEPPER_ROOT,BUY,10098,8,AGGRESSIVE
-2,92400,92400,INTARIAN_PEPPER_ROOT,SELL,10087,12,AGGRESSIVE
-2,94200,94200,INTARIAN_PEPPER_ROOT,SELL,10089,10,AGGRESSIVE
-2,94800,94800,INTARIAN_PEPPER_ROOT,SELL,10089,8,AGGRESSIVE
-2,95500,95500,INTARIAN_PEPPER_ROOT,SELL,10090,8,AGGRESSIVE
-2,95900,95900,INTARIAN_PEPPER_ROOT,BUY,10101,12,AGGRESSIVE
-2,98600,98600,INTARIAN_PEPPER_ROOT,SELL,10091,5,AGGRESSIVE
-2,98600,98600,INTARIAN_PEPPER_ROOT,SELL,10101,3,AGGRESSIVE
-2,98600,98600,INTARIAN_PEPPER_ROOT,SELL,10093,10,AGGRESSIVE
-2,99100,99100,INTARIAN_PEPPER_ROOT,BUY,10105,8,AGGRESSIVE
-2,99500,99500,INTARIAN_PEPPER_ROOT,BUY,10105,12,AGGRESSIVE
-2,102000,102000,INTARIAN_PEPPER_ROOT,BUY,10096,7,MARKET_TRADE
-2,102400,102400,INTARIAN_PEPPER_ROOT,SELL,10105,8,AGGRESSIVE
-2,102400,102400,INTARIAN_PEPPER_ROOT,SELL,10097,10,AGGRESSIVE
-2,102500,102500,INTARIAN_PEPPER_ROOT,BUY,10108,8,AGGRESSIVE
