day;timestamp;product;fair_value;position;cash;mtm_pnl
-1;0;EMERALDS;10000.0;0;0.0;0.0
-1;0;TOMATOES;5006.0;0;0.0;0.0
-1;100;EMERALDS;10000.0;0;0.0;0.0
-1;100;TOMATOES;5005.25;0;0.0;0.0
-1;200;EMERALDS;10000.0;0;0.0;0.0
-1;200;TOMATOES;5004.75;0;0.0;0.0
-1;300;EMERALDS;10000.0;0;0.0;0.0
-1;300;TOMATOES;5004.25;0;0.0;0.0
-1;400;EMERALDS;10000.0;0;0.0;0.0
-1;400;TOMATOES;5004.5;0;0.0;0.0
-1;500;EMERALDS;10000.0;0;0.0;0.0
-1;500;TOMATOES;5004.5;0;0.0;0.0
-1;600;EMERALDS;10000.0;0;0.0;0.0
-1;600;TOMATOES;5004.25;0;0.0;0.0
-1;700;EMERALDS;10000.0;0;0.0;0.0
-1;700;TOMATOES;5004.75;-3;15030.0;15.75
-1;800;EMERALDS;10000.0;0;0.0;0.0
-1;800;TOMATOES;5006.25;-3;15030.0;11.25
-1;900;EMERALDS;10000.0;0;0.0;0.0
-1;900;TOMATOES;5006.5;-3;15030.0;10.5
-1;1000;EMERALDS;10000.0;0;0.0;0.0
-1;1000;TOMATOES;5006.25;-3;15030.0;11.25
-1;1100;EMERALDS;10000.0;0;0.0;0.0
-1;1100;TOMATOES;5006.25;-3;15030.0;11.25
-1;1200;EMERALDS;10000.0;0;0.0;0.0
-1;1200;TOMATOES;5005.75;-3;15030.0;12.75
-1;1300;EMERALDS;10000.0;0;0.0;0.0
-1;1300;TOMATOES;5005.25;-3;15030.0;14.25
-1;1400;EMERALDS;10000.0;0;0.0;0.0
-1;1400;TOMATOES;5005.5;-3;15030.0;13.5
-1;1500;EMERALDS;10000.0;0;0.0;0.0
-1;1500;TOMATOES;5005.5;-3;15030.0;13.5
-1;1600;EMERALDS;10000.0;0;0.0;0.0
-1;1600;TOMATOES;5005.5;-3;15030.0;13.5
-1;1700;EMERALDS;10000.0;0;0.0;0.0
-1;1700;TOMATOES;5004.25;-3;15030.0;17.25
-1;1800;EMERALDS;10000.0;0;0.0;0.0
-1;1800;TOMATOES;5004.0;-3;15030.0;18.0
-1;1900;EMERALDS;10000.0;0;0.0;0.0
-1;1900;TOMATOES;5004.25;-3;15030.0;17.25
-1;2000;EMERALDS;10000.0;0;0.0;0.0
-1;2000;TOMATOES;5004.5;-3;15030.0;16.5
-1;2100;EMERALDS;10000.0;0;0.0;0.0
-1;2100;TOMATOES;5004.75;-3;15030.0;15.75
-1;2200;EMERALDS;10000.0;0;0.0;0.0
-1;2200;TOMATOES;5005.0;0;33.0;33.0
-1;2300;EMERALDS;10000.0;0;0.0;0.0
-1;2300;TOMATOES;5005.25;0;33.0;33.0
-1;2400;EMERALDS;10000.0;0;0.0;0.0
-1;2400;TOMATOES;5004.25;0;33.0;33.0
-1;2500;EMERALDS;10000.0;0;0.0;0.0
-1;2500;TOMATOES;5005.0;0;33.0;33.0
-1;2600;EMERALDS;10000.0;0;0.0;0.0
-1;2600;TOMATOES;5005.25;0;33.0;33.0
-1;2700;EMERALDS;10000.0;0;0.0;0.0
-1;2700;TOMATOES;5004.5;0;33.0;33.0
-1;2800;EMERALDS;10000.0;0;0.0;0.0
-1;2800;TOMATOES;5004.25;0;33.0;33.0
-1;2900;EMERALDS;10000.0;0;0.0;0.0
-1;2900;TOMATOES;5005.0;0;33.0;33.0
-1;3000;EMERALDS;10000.0;0;0.0;0.0
-1;3000;TOMATOES;5005.25;0;33.0;33.0
-1;3100;EMERALDS;10000.0;0;0.0;0.0
-1;3100;TOMATOES;5004.75;0;33.0;33.0
-1;3200;EMERALDS;10000.0;0;0.0;0.0
-1;3200;TOMATOES;5005.25;0;33.0;33.0
-1;3300;EMERALDS;10000.0;0;0.0;0.0
-1;3300;TOMATOES;5005.75;0;33.0;33.0
-1;3400;EMERALDS;10000.0;0;0.0;0.0
-1;3400;TOMATOES;5005.25;0;33.0;33.0
-1;3500;EMERALDS;10000.0;0;0.0;0.0
-1;3500;TOMATOES;5006.0;0;33.0;33.0
-1;3600;EMERALDS;10000.0;0;0.0;0.0
-1;3600;TOMATOES;5006.5;0;33.0;33.0
-1;3700;EMERALDS;10000.0;0;0.0;0.0
-1;3700;TOMATOES;5006.25;0;33.0;33.0
-1;3800;EMERALDS;10000.0;0;0.0;0.0
-1;3800;TOMATOES;5006.0;0;33.0;33.0
-1;3900;EMERALDS;10000.0;0;0.0;0.0
-1;3900;TOMATOES;5006.25;0;33.0;33.0
-1;4000;EMERALDS;10000.0;0;0.0;0.0
-1;4000;TOMATOES;5006.0;0;33.0;33.0
-1;4100;EMERALDS;10000.0;0;0.0;0.0
-1;4100;TOMATOES;5005.75;0;33.0;33.0
-1;4200;EMERALDS;10000.0;0;0.0;0.0
-1;4200;TOMATOES;5005.25;0;33.0;33.0
-1;4300;EMERALDS;10000.0;0;0.0;0.0
-1;4300;TOMATOES;5005.0;0;33.0;33.0
-1;4400;EMERALDS;10000.0;0;0.0;0.0
-1;4400;TOMATOES;5004.25;0;33.0;33.0
-1;4500;EMERALDS;10000.0;0;0.0;0.0
-1;4500;TOMATOES;5005.0;0;33.0;33.0
-1;4600;EMERALDS;10000.0;0;0.0;0.0
-1;4600;TOMATOES;5004.5;0;33.0;33.0
-1;4700;EMERALDS;10000.0;0;0.0;0.0
-1;4700;TOMATOES;5004.0;0;33.0;33.0
-1;4800;EMERALDS;10000.0;0;0.0;0.0
-1;4800;TOMATOES;5004.25;0;33.0;33.0
-1;4900;EMERALDS;10000.0;0;0.0;0.0
-1;4900;TOMATOES;5004.75;0;33.0;33.0
-1;5000;EMERALDS;10000.0;0;0.0;0.0
-1;5000;TOMATOES;5004.5;0;33.0;33.0
-1;5100;EMERALDS;10000.0;0;0.0;0.0
-1;5100;TOMATOES;5004.5;0;33.0;33.0
-1;5200;EMERALDS;10000.0;0;0.0;0.0
-1;5200;TOMATOES;5003.75;0;33.0;33.0
-1;5300;EMERALDS;10000.0;0;0.0;0.0
-1;5300;TOMATOES;5004.0;0;33.0;33.0
-1;5400;EMERALDS;10000.0;0;0.0;0.0
-1;5400;TOMATOES;5004.25;0;33.0;33.0
-1;5500;EMERALDS;10000.0;0;0.0;0.0
-1;5500;TOMATOES;5004.25;0;33.0;33.0
-1;5600;EMERALDS;10000.0;0;0.0;0.0
-1;5600;TOMATOES;5004.25;0;33.0;33.0
-1;5700;EMERALDS;10000.0;0;0.0;0.0
-1;5700;TOMATOES;5003.5;0;33.0;33.0
-1;5800;EMERALDS;10000.0;0;0.0;0.0
-1;5800;TOMATOES;5004.0;0;33.0;33.0
-1;5900;EMERALDS;10000.0;0;0.0;0.0
-1;5900;TOMATOES;5004.25;0;33.0;33.0
-1;6000;EMERALDS;10000.0;0;0.0;0.0
-1;6000;TOMATOES;5004.75;0;33.0;33.0
-1;6100;EMERALDS;10000.0;0;0.0;0.0
-1;6100;TOMATOES;5004.0;0;33.0;33.0
-1;6200;EMERALDS;10000.0;0;0.0;0.0
-1;6200;TOMATOES;5003.25;0;33.0;33.0
-1;6300;EMERALDS;10000.0;0;0.0;0.0
-1;6300;TOMATOES;5003.25;0;33.0;33.0
-1;6400;EMERALDS;10000.0;0;0.0;0.0
-1;6400;TOMATOES;5003.5;0;33.0;33.0
-1;6500;EMERALDS;10000.0;0;0.0;0.0
-1;6500;TOMATOES;5004.0;0;33.0;33.0
-1;6600;EMERALDS;10000.0;0;0.0;0.0
-1;6600;TOMATOES;5003.25;2;-9963.0;43.5
-1;6700;EMERALDS;10000.0;0;0.0;0.0
-1;6700;TOMATOES;5003.0;2;-9963.0;43.0
-1;6800;EMERALDS;10000.0;0;0.0;0.0
-1;6800;TOMATOES;5003.25;2;-9963.0;43.5
-1;6900;EMERALDS;10000.0;0;0.0;0.0
-1;6900;TOMATOES;5003.0;2;-9963.0;43.0
-1;7000;EMERALDS;10000.0;0;0.0;0.0
-1;7000;TOMATOES;5003.75;2;-9963.0;44.5
-1;7100;EMERALDS;10000.0;0;0.0;0.0
-1;7100;TOMATOES;5002.0;2;-9963.0;41.0
-1;7200;EMERALDS;10000.0;0;0.0;0.0
-1;7200;TOMATOES;5002.25;2;-9963.0;41.5
-1;7300;EMERALDS;10000.0;0;0.0;0.0
-1;7300;TOMATOES;5002.5;2;-9963.0;42.0
-1;7400;EMERALDS;10000.0;0;0.0;0.0
-1;7400;TOMATOES;5002.25;2;-9963.0;41.5
-1;7500;EMERALDS;10000.0;0;0.0;0.0
-1;7500;TOMATOES;5003.0;2;-9963.0;43.0
-1;7600;EMERALDS;10000.0;0;0.0;0.0
-1;7600;TOMATOES;5003.0;2;-9963.0;43.0
-1;7700;EMERALDS;10000.0;0;0.0;0.0
-1;7700;TOMATOES;5003.25;2;-9963.0;43.5
-1;7800;EMERALDS;10000.0;0;0.0;0.0
-1;7800;TOMATOES;5003.75;2;-9963.0;44.5
-1;7900;EMERALDS;10000.0;0;0.0;0.0
-1;7900;TOMATOES;5003.25;2;-9963.0;43.5
-1;8000;EMERALDS;10000.0;0;0.0;0.0
-1;8000;TOMATOES;5004.25;2;-9963.0;45.5
-1;8100;EMERALDS;10000.0;0;0.0;0.0
-1;8100;TOMATOES;5004.5;2;-9963.0;46.0
-1;8200;EMERALDS;10000.0;0;0.0;0.0
-1;8200;TOMATOES;5004.75;2;-9963.0;46.5
-1;8300;EMERALDS;10000.0;0;0.0;0.0
-1;8300;TOMATOES;5005.0;2;-9963.0;47.0
-1;8400;EMERALDS;10000.0;0;0.0;0.0
-1;8400;TOMATOES;5004.75;2;-9963.0;46.5
-1;8500;EMERALDS;10000.0;0;0.0;0.0
-1;8500;TOMATOES;5004.75;2;-9963.0;46.5
-1;8600;EMERALDS;10000.0;0;0.0;0.0
-1;8600;TOMATOES;5005.0;2;-9963.0;47.0
-1;8700;EMERALDS;10000.0;0;0.0;0.0
-1;8700;TOMATOES;5004.75;2;-9963.0;46.5
-1;8800;EMERALDS;10000.0;0;0.0;0.0
-1;8800;TOMATOES;5005.75;2;-9963.0;48.5
-1;8900;EMERALDS;10000.0;0;0.0;0.0
-1;8900;TOMATOES;5006.25;2;-9963.0;49.5
-1;9000;EMERALDS;10000.0;0;0.0;0.0
-1;9000;TOMATOES;5005.25;2;-9963.0;47.5
-1;9100;EMERALDS;10000.0;0;0.0;0.0
-1;9100;TOMATOES;5005.5;2;-9963.0;48.0
-1;9200;EMERALDS;10000.0;0;0.0;0.0
-1;9200;TOMATOES;5005.5;-3;15092.0;75.5
-1;9300;EMERALDS;10000.0;10;-100000.0;0.0
-1;9300;TOMATOES;5006.25;-3;15092.0;73.25
-1;9400;EMERALDS;10000.0;10;-100000.0;0.0
-1;9400;TOMATOES;5005.5;-3;15092.0;75.5
-1;9500;EMERALDS;10000.0;10;-100000.0;0.0
-1;9500;TOMATOES;5006.0;-3;15092.0;74.0
-1;9600;EMERALDS;10000.0;10;-100000.0;0.0
-1;9600;TOMATOES;5006.25;-3;15092.0;73.25
-1;9700;EMERALDS;10000.0;10;-100000.0;0.0
-1;9700;TOMATOES;5006.25;-3;15092.0;73.25
-1;9800;EMERALDS;10000.0;10;-100000.0;0.0
-1;9800;TOMATOES;5005.25;-3;15092.0;76.25
-1;9900;EMERALDS;10000.0;10;-100000.0;0.0
-1;9900;TOMATOES;5005.0;-3;15092.0;77.0
-1;10000;EMERALDS;10000.0;10;-100000.0;0.0
-1;10000;TOMATOES;5004.75;-3;15092.0;77.75
-1;10100;EMERALDS;10000.0;2;-19944.0;56.0
-1;10100;TOMATOES;5005.25;0;92.0;92.0
-1;10200;EMERALDS;10000.0;2;-19944.0;56.0
-1;10200;TOMATOES;5004.75;0;92.0;92.0
-1;10300;EMERALDS;10000.0;2;-19944.0;56.0
-1;10300;TOMATOES;5005.25;0;92.0;92.0
-1;10400;EMERALDS;10000.0;2;-19944.0;56.0
-1;10400;TOMATOES;5005.75;2;-9908.0;103.5
-1;10500;EMERALDS;10000.0;2;-19944.0;56.0
-1;10500;TOMATOES;5005.75;2;-9908.0;103.5
